university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,normalized_name,university_id,2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
The University of Queensland,2020.0,47,75.7,https://www.topuniversities.com/universities/university-queensland,Australia,Brisbane,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-queensland_515_small.jpg,Public,Very High,12.0,"22,241",XL,"3,513",the university of queensland,U002197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnegie Mellon University,2020.0,48,74.8,https://www.topuniversities.com/universities/carnegie-mellon-university,United States,Pittsburgh,North America,https://www.topuniversities.com/sites/default/files/carnegie-mellon-university_101_small.jpg,Private,Very High,9.0,"5,739",L,"1,534",carnegie mellon university,U000346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Bristol,2020.0,49,74.5,https://www.topuniversities.com/universities/university-bristol,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,Public,Very High,8.0,"7,483",L,"20,311",university of bristol,U002799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delft University of Technology,2020.0,50,74.2,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10.0,"6,104",L,"2,041",delft university of technology,U000500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of British Columbia,2020.0,51,74.1,https://www.topuniversities.com/universities/university-british-columbia,Canada,Vancouver,North America,https://www.topuniversities.com/sites/default/files/university-of-british-columbia_70_small.jpg,Public,Very High,9.0,"15,399",XL,"6,201",university of british columbia,U002800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City University of Hong Kong,2020.0,52,73.6,https://www.topuniversities.com/universities/city-university-hong-kong,Hong Kong SAR,Hong Kong,Asia,https://www.topuniversities.com/sites/default/files/city-university-of-hong-kong_592560cf2aeae70239af4b05_small.jpg,Public,Very High,6.0,"5,331",M,"1,483",city university of hong kong,U000433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Université PSL,2020.0,53,73.4,https://www.topuniversities.com/universities/universite-psl,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-psl_592560e69988f300e2321dfe_small.jpg,Public,Very High,5.0,"4,922",L,"3,914",universite psl,U002673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang University,2020.0,54,72.4,https://www.topuniversities.com/universities/zhejiang-university,China (Mainland),Hangzhou,Asia,https://www.topuniversities.com/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg,Public,Very High,7.0,"9,177",XL,"6,065",zhejiang university,U003556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technical University of Munich,2020.0,55,72.3,https://www.topuniversities.com/universities/technical-university-munich,Germany,Munich,Europe,https://www.topuniversities.com/sites/default/files/technical-university-of-munich_599_small.jpg,Public,Very High,5.0,"11,447",XL,"6,663",technical university of munich,U002108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Wisconsin-Madison,2020.0,56,71.8,https://www.topuniversities.com/universities/university-wisconsin-madison,United States,Madison,North America,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_small.jpg,Public,Very High,8.0,"5,737",XL,"5,166",university of wisconsin madison,U003375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown University,2020.0,57,71.5,https://www.topuniversities.com/universities/brown-university,United States,Providence,North America,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,Private,Very High,7.0,"2,002",M,"1,389",brown university,U000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash University,2020.0,58,70.9,https://www.topuniversities.com/universities/monash-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/monash-university_412_small.jpg,Public,Very High,15.0,"31,049",XL,"3,852",monash university,U001369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo Institute of Technology (Tokyo Tech),2020.0,58,70.9,https://www.topuniversities.com/universities/tokyo-institute-technology-tokyo-tech,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small.jpg,Public,Very High,7.0,"1,622",M,"1,492",tokyo institute of technology,U002228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecole Polytechnique,2020.0,60,69.9,https://www.topuniversities.com/universities/ecole-polytechnique,France,Palaiseau,Europe,https://www.topuniversities.com/sites/default/files/ecole-polytechnique_592560cf2aeae70239af4b36_small.jpg,Public,Very High,5.0,"1,248",S,633,ecole polytechnique,U000577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai Jiao Tong University,2020.0,60,70.5,https://www.topuniversities.com/universities/shanghai-jiao-tong-university,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/shanghai-jiao-tong-university_556_small.jpg,Public,Very High,9.0,"6,371",XL,"4,386",shanghai jiao tong university,U001915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Warwick,2020.0,62,70.4,https://www.topuniversities.com/universities/university-warwick,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,Public,Very High,9.0,"10,459",L,"2,634",the university of warwick,U002207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludwig-Maximilians-Universität München,2020.0,63,69.6,https://www.topuniversities.com/universities/ludwig-maximilians-universitat-munchen,Germany,Munich,Europe,https://www.topuniversities.com/sites/default/files/ludwig-maximilians-universitt-mnchen_420_small.jpg,Public,Very High,9.0,"5,958",XL,"3,914",ludwig maximilians universitat munchen,U001267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Amsterdam,2020.0,64,69.0,https://www.topuniversities.com/universities/university-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,Public,Very High,11.0,"7,969",XL,"6,000",university of amsterdam,U002746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Texas at Austin,2020.0,65,68.6,https://www.topuniversities.com/universities/university-texas-austin,United States,Austin,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,Public,Very High,17.0,"4,953",XL,"2,887",university of texas at austin,U003289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,2020.0,66,68.4,https://www.topuniversities.com/universities/ruprecht-karls-universitat-heidelberg,Germany,Heidelberg,Europe,https://www.topuniversities.com/sites/default/files/ruprecht-karls-universitaet-heidelberg_259_small.jpg,Public,Very High,5.0,"4,048",L,"4,100",ruprecht karls universitat heidelberg,U001807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Glasgow,2020.0,67,68.2,https://www.topuniversities.com/universities/university-glasgow,United Kingdom,Glasgow,Europe,https://www.topuniversities.com/sites/default/files/university-of-glasgow_592560cf2aeae70239af4b6c_small.jpg,Public,Very High,9.0,"11,065",L,"3,314",university of glasgow,U002925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Washington,2020.0,68,67.9,https://www.topuniversities.com/universities/university-washington,United States,Seattle,North America,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,Public,Very High,15.0,"7,362",XL,"2,796",university of washington,U003366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Taiwan University (NTU),2020.0,69,67.3,https://www.topuniversities.com/universities/national-taiwan-university-ntu,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_small.jpg,Public,Very High,10.0,"5,058",L,"2,939",national taiwan university,U001470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universiti Malaya (UM),2020.0,70,67.1,https://www.topuniversities.com/universities/universiti-malaya-um,Malaysia,Kuala Lumpur,Asia,https://www.topuniversities.com/sites/default/files/universiti-malaya-um_383_small.jpg,Public,Very High,8.0,"3,340",L,"2,386",universiti malaya,U002683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osaka University,2020.0,71,66.5,https://www.topuniversities.com/universities/osaka-university,Japan,Osaka City,Asia,https://www.topuniversities.com/sites/default/files/osaka-university_472_small.jpg,Public,Very High,7.0,"2,268",L,"3,127",osaka university,U001623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia Institute of Technology,2020.0,72,66.2,https://www.topuniversities.com/universities/georgia-institute-technology,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg,Public,Very High,19.0,"5,675",L,"1,267",georgia institute of technology,U000728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Buenos Aires (UBA),2020.0,74,66.0,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,Public,Very High,7.0,"29,516",XL,"16,103",universidad de buenos aires,U002354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Illinois at Urbana-Champaign,2020.0,75,65.9,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,United States,Champaign,North America,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,Public,Very High,17.0,"9,987",XL,"2,748",university of illinois at urbana champaign,U002966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Zurich,2020.0,76,65.8,https://www.topuniversities.com/universities/university-zurich,Switzerland,Zürich,Europe,https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg,Public,Very High,6.0,"5,044",L,"3,761",university of zurich,U003394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorbonne University,2020.0,77,64.9,https://www.topuniversities.com/universities/sorbonne-university,France,,Europe,https://www.topuniversities.com/sites/default/files/sorbonne-university_5a6afcfecb4de709397114fe_small.jpg,Public,Very High,9.0,"8,782",XL,"4,680",sorbonne university,U001976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham University,2020.0,78,64.2,https://www.topuniversities.com/universities/durham-university,United Kingdom,Durham,Europe,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,Public,Very High,11.0,"6,174",L,"1,775",durham university,U000539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Sheffield,2020.0,78,64.2,https://www.topuniversities.com/universities/university-sheffield,United Kingdom,Sheffield,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-sheffield_592560cf2aeae70239af4cb1_small.jpg,Public,Very High,8.0,"11,090",L,"3,463",the university of sheffield,U002198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU Leuven,2020.0,80,64.1,https://www.topuniversities.com/universities/ku-leuven,Belgium,Leuven,Europe,https://www.topuniversities.com/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_small.jpg,Public,Very High,18.0,"8,485",XL,"2,677",ku leuven,U001183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Copenhagen,2020.0,81,63.8,https://www.topuniversities.com/universities/university-copenhagen,Denmark,Copenhagen,Europe,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,Public,Very High,4.0,"4,135",XL,"7,293",university of copenhagen,U002858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Birmingham,2020.0,81,64.0,https://www.topuniversities.com/universities/university-birmingham,United Kingdom,Birmingham,Europe,https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small.jpg,Public,Very High,9.0,"10,457",XL,"3,586",university of birmingham,U002784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tohoku University,2020.0,82,63.7,https://www.topuniversities.com/universities/tohoku-university,Japan,Sendai City,Asia,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,Public,Very High,5.0,"1,872",L,"3,323",tohoku university,U002222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea University,2020.0,83,63.4,https://www.topuniversities.com/universities/korea-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,Private,Very High,6.0,"3,325",L,"4,026",korea university,U001176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Auckland,2020.0,83,63.4,https://www.topuniversities.com/universities/university-auckland,New Zealand,Auckland,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,Public,Very High,12.0,"9,924",L,"2,316",the university of auckland,U002181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lomonosov Moscow State University,2020.0,84,63.2,https://www.topuniversities.com/universities/lomonosov-moscow-state-university,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/lomonosov-moscow-state-university-_592560cf2aeae70239af4c27_small.jpg,Public,Very High,5.0,"5,476",XL,"6,575",lomonosov moscow state university,U001252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice University,2020.0,85,63.1,https://www.topuniversities.com/universities/rice-university,United States,Houston,North America,https://www.topuniversities.com/sites/default/files/rice-university_524_small.jpg,Private,Very High,7.0,"2,278",M,996,rice university,U001778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Western Australia,2020.0,86,62.9,https://www.topuniversities.com/universities/university-western-australia,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-western-australia_673_small.jpg,Public,Very High,12.0,"9,017",L,"1,539",the university of western australia,U002208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pohang University of Science And Technology (POSTECH),2020.0,87,62.6,https://www.topuniversities.com/universities/pohang-university-science-technology-postech,South Korea,Pohang ,Asia,https://www.topuniversities.com/sites/default/files/pohang-university-of-science-and-technology-postech_592560cf2aeae70239af4c7b_small.jpg,Private,Very High,4.0,87,S,743,pohang university of science and technology,U001678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Science and Technology of China,2020.0,89,62.3,https://www.topuniversities.com/universities/university-science-technology-china,China (Mainland),Hefei,Asia,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_small.jpg,Public,Very High,7.0,"1,019",L,"2,708",university of science and technology of china,U003220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of North Carolina, Chapel Hill",2020.0,90,62.2,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,Public,Very High,7.0,"2,749",XL,"4,646",university of north carolina chapel hill,U003126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hong Kong Polytechnic University,2020.0,91,61.9,https://www.topuniversities.com/universities/hong-kong-polytechnic-university,Hong Kong SAR,Hong Kong,Asia,https://www.topuniversities.com/sites/default/files/the-hong-kong-polytechnic-university_267_small.jpg,Public,Very High,7.0,"5,774",L,"2,822",the hong kong polytechnic university,U002159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lund University,2020.0,92,61.8,https://www.topuniversities.com/universities/lund-university,Sweden,Lund,Europe,https://www.topuniversities.com/sites/default/files/lund-university_371_small.jpg,Public,Very High,9.0,"6,682",L,"3,040",lund university,U001269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania State University,2020.0,93,61.7,https://www.topuniversities.com/universities/pennsylvania-state-university,United States,University Park,North America,https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_small.jpg,Public,Very High,11.0,"6,943",XL,"4,207",pennsylvania state university,U001658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Leeds,2020.0,93,61.7,https://www.topuniversities.com/universities/university-leeds,United Kingdom,Leeds,Europe,https://www.topuniversities.com/sites/default/files/university-of-leeds_338_small.jpg,Public,Very High,10.0,"11,584",XL,"3,593",university of leeds,U003017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sungkyunkwan University(SKKU),2020.0,95,61.5,https://www.topuniversities.com/universities/sungkyunkwan-universityskku,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/sungkyunkwan-universityskku_592560cf2aeae70239af4cc9_small.jpg,Private,Very High,7.0,"3,821",L,"3,313",sungkyunkwan university,U002040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Nottingham,2020.0,96,60.8,https://www.topuniversities.com/universities/university-nottingham,United Kingdom,Nottingham,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg,Public,Very High,10.0,"9,659",XL,"3,386",university of nottingham,U003133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Southampton,2020.0,97,60.6,https://www.topuniversities.com/universities/university-southampton,United Kingdom,Southampton,Europe,https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small.jpg,Public,Very High,9.0,"8,417",L,"2,468",university of southampton,U003252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston University,2020.0,98,60.5,https://www.topuniversities.com/universities/boston-university,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small.jpg,Private,Very High,10.0,"8,159",L,"2,642",boston university,U000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTH Royal Institute of Technology ,2020.0,98,60.5,https://www.topuniversities.com/universities/kth-royal-institute-technology,Sweden,Stockholm,Europe,https://www.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small.jpg,Public,Very High,8.0,"3,057",L,"3,600",kth royal institute of technology,U001181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of St Andrews,2020.0,100,59.9,https://www.topuniversities.com/universities/university-st-andrews,United Kingdom,St. Andrews,Europe,https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_small.jpg,Public,Very High,8.0,"4,377",M,"1,208",university of st andrews,U003258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ohio State University,2020.0,101,59.5,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,Public,Very High,9.0,"7,029",XL,"6,388",the ohio state university,U002173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eindhoven University of Technology,2020.0,102,58.9,https://www.topuniversities.com/universities/eindhoven-university-technology,Netherlands,Eindhoven,Europe,https://www.topuniversities.com/sites/default/files/eindhoven-university-of-technology_592560cf2aeae70239af4b3c_small.jpg,Public,Very High,9.0,"1,872",M,"1,145",eindhoven university of technology,U000596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Nacional Autónoma de México  (UNAM),2020.0,103,58.8,https://www.topuniversities.com/universities/universidad-nacional-autonoma-de-mexico-unam,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_small.jpg,Public,Very High,9.0,"5,110",XL,"16,381",universidad nacional autonoma de mexico,U002437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of California, Davis",2020.0,104,58.7,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,Public,Very High,10.0,"8,414",XL,"3,420",university of california davis,U002810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonsei University,2020.0,104,58.7,https://www.topuniversities.com/universities/yonsei-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,Private,Very High,6.0,"4,274",L,"3,605",yonsei university,U003539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Adelaide,2020.0,106,58.6,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,Public,Very High,13.0,"10,107",L,"1,757",the university of adelaide,U002176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Helsinki,2020.0,107,58.4,https://www.topuniversities.com/universities/university-helsinki,Finland,Helsinki,Europe,https://www.topuniversities.com/sites/default/files/university-of-helsinki_260_small.jpg,Public,Very High,8.0,"1,254",L,"2,855",university of helsinki,U002949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trinity College Dublin, The University of Dublin",2020.0,108,58.3,https://www.topuniversities.com/universities/trinity-college-dublin-university-dublin,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg,Public,Very High,12.0,"5,593",L,"1,383",trinity college dublin the university of dublin,U002258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington University in St. Louis,2020.0,108,58.3,https://www.topuniversities.com/universities/washington-university-st-louis,United States,St. Louis,North America,https://www.topuniversities.com/sites/default/files/washington-university-in-st.-louis_668_small.jpg,Private,Very High,5.0,"3,535",L,"3,193",washington university in st louis,U003474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Geneva,2020.0,110,58.1,https://www.topuniversities.com/universities/university-geneva,Switzerland,Geneva,Europe,https://www.topuniversities.com/sites/default/files/university-of-geneva_221_small.jpg,Public,Very High,9.0,"6,547",L,"1,814",university of geneva,U002919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue University,2020.0,111,57.8,https://www.topuniversities.com/universities/purdue-university,United States,West Lafayette,North America,https://www.topuniversities.com/sites/default/files/purdue-university_510_small.jpg,Public,Very High,15.0,"8,034",XL,"2,622",purdue university,U001736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technical University of Denmark,2020.0,112,57.4,https://www.topuniversities.com/universities/technical-university-denmark,Denmark,Kongens Lyngby,Europe,https://www.topuniversities.com/sites/default/files/technical-university-of-denmark_592560cf2aeae70239af4cd8_small.jpg,Public,Very High,4.0,"2,495",M,"2,219",technical university of denmark,U002101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Alberta,2020.0,113,57.3,https://www.topuniversities.com/universities/university-alberta,Canada,Edmonton,North America,https://www.topuniversities.com/sites/default/files/university-of-alberta_15_small.jpg,Public,Very High,9.0,"9,689",XL,"3,645",university of alberta,U002738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Groningen,2020.0,114,56.1,https://www.topuniversities.com/universities/university-groningen,Netherlands,Groningen,Europe,https://www.topuniversities.com/sites/default/files/university-of-groningen_243_small.jpg,Public,Very High,8.0,"9,397",XL,"3,724",university of groningen,U002933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagoya University,2020.0,115,55.8,https://www.topuniversities.com/universities/nagoya-university,Japan,Nagoya,Asia,https://www.topuniversities.com/sites/default/files/nagoya-university_427_small.jpg,Public,Very High,6.0,"1,879",L,"2,512",nagoya university,U001403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade de São Paulo,2020.0,116,55.5,https://www.topuniversities.com/universities/universidade-de-sao-paulo,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_small.jpg,Public,Very High,13.0,"1,858",XL,"4,943",universidade de sao paulo,U002492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uppsala University,2020.0,116,55.5,https://www.topuniversities.com/universities/uppsala-university,Sweden,Uppsala,Europe,https://www.topuniversities.com/sites/default/files/uppsala-university_643_small.jpg,Public,Very High,10.0,"8,401",L,"2,843",uppsala university,U003403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leiden University,2020.0,118,55.4,https://www.topuniversities.com/universities/leiden-university,Netherlands,Leiden,Europe,https://www.topuniversities.com/sites/default/files/leiden-university_340_small.jpg,Public,Very High,12.0,"6,064",XL,"2,069",leiden university,U001233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Oslo,2020.0,119,54.7,https://www.topuniversities.com/universities/university-oslo,Norway,Oslo,Europe,https://www.topuniversities.com/sites/default/files/university-of-oslo_473_small.jpg,Public,Very High,7.0,"2,560",L,"2,600",university of oslo,U003142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt-Universität zu Berlin,2020.0,120,54.5,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,Public,Very High,17.0,"5,239",XL,"1,967",humboldt universitat zu berlin,U000849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanjing University,2020.0,120,54.5,https://www.topuniversities.com/universities/nanjing-university,China (Mainland),Nanjing,Asia,https://www.topuniversities.com/sites/default/files/nanjing-university_430_small.jpg,Public,Very High,11.0,"2,513",XL,"3,040",nanjing university,U001417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utrecht University,2020.0,120,54.5,https://www.topuniversities.com/universities/utrecht-university,Netherlands,Utrecht,Europe,https://www.topuniversities.com/sites/default/files/utrecht-university_646_small.jpg,Public,Very High,10.0,"4,454",XL,"3,254",utrecht university,U003419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Bern,2020.0,123,54.3,https://www.topuniversities.com/universities/university-bern,Switzerland,Bern,Europe,https://www.topuniversities.com/sites/default/files/university-of-bern_55_small.jpg,Public,Very High,8.0,"1,776",M,"1,212",university of bern,U002780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KIT, Karlsruhe Institute of Technology",2020.0,124,54.2,https://www.topuniversities.com/universities/kit-karlsruhe-institute-technology,Germany,Karlsruhe,Europe,https://www.topuniversities.com/sites/default/files/kit-karlsruhe-institute-of-technology_310_small.jpg,Public,Very High,10.0,"5,030",L,"2,080",kit karlsruhe institute of technology,U001148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalmers University of Technology,2020.0,125,54.0,https://www.topuniversities.com/universities/chalmers-university-technology,Sweden,Gothenburg,Europe,https://www.topuniversities.com/sites/default/files/chalmers-university-of-technology_592560cf2aeae70239af4af7_small.jpg,Private,Very High,8.0,"2,502",M,"2,500",chalmers university of technology,U000379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wageningen University & Research,2020.0,125,54.0,https://www.topuniversities.com/universities/wageningen-university-research,Netherlands,Wageningen,Europe,https://www.topuniversities.com/sites/default/files/wageningen-university_659_small.jpg,Public,Very High,5.0,"4,131",L,"2,767",wageningen university and research,U003466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen Mary University of London,2020.0,126,53.9,https://www.topuniversities.com/universities/queen-mary-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/queen-mary-university-of-london_592560cf2aeae70239af4bea_small.jpg,Public,Very High,9.0,"8,625",L,"2,119",queen mary university of london,U001751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontificia Universidad Católica de Chile (UC),2020.0,127,53.4,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,Private,Very High,12.0,"1,072",L,"2,343",pontificia universidad catolica de chile,U001701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
